张文宏医生自爆收入和全家福。69年生人，浙江瑞安人，从小喜欢读书。学习成绩优秀，在老家被邻里称为神童。高考考入上海医学院，8年硕博连读后留学。现是全球知名的传染病专家。自爆年收入184万，来源于3个方面,都辟谣过了，你为什么乱发，举报你;,04月06日 21:30    ,rumor
湛江市第一中学，伍广德，男，保送清华大学，高考，全国唯一一个满分作文。写酒，但整篇文章没有一个酒字，却把酒描写得出神入化，倾倒了全部阅卷官，一致给了满分。全文如下，供各位鉴赏。          液体之火让你若梦若醒飘飘欲仙让天地颠倒让世界旋转把人类历史浇灌的跌宕起伏将琴棋书画熏染的色彩斑斓醉了刘伶狂了诗仙张扬了曹孟德书写了鸿门宴湿了清明杏花雨瘦了海棠李易安景阳冈上助武松三拳毙虎浔阳楼头纵宋江题诗造反你啊你成全了多少英雄豪杰放倒了多少村夫莽汉歌舞与你相佐美色与你为伴催诗情万丈壮文人斗胆有人借你发疯有人借你夺权有时你只是一个道具烘托一下谈判桌上的氛围有时你更像一种暗器把贪杯的对手麻翻你呀你既入朱门豪宅又进村舍陋院既流溢皇室的金樽又盛满农家的粗碗愁也要你喜也要你洞房花烛夜他乡遇故知金榜题名时迁徙流放的囚犯落魄的文人骚客得志的朝廷大员都是你的知己你的伙伴甚至即将上路的死囚都要你为之饯别因为你耽误了多少大事因为你弄出了多少冤案因为你鲜活了多少逸事趣闻因为你催生了多少佳作名篇更因为你造就了多少人的肝癌而魂归天堂真的是成也有你败也有你生也有你死也有你你这浇愁愁更愁的琼浆啊穷也有你富也有你千家万户还都离不开你。       ,高考作文有一个要求:体裁不限，诗歌除外;乱传吧，高考作文写成这样，还满分？;你可爱的侮辱高考作文了;,2019/6/13 20:38,rumor
美国驱逐了5000多名伊朗高官的子女，同时冻结了他们在美的近1500亿美元银行存款。其实所谓私有财产神圣不可侵犯根本就是一句废话，这些人去到哪里，永远都是在危墙之下。全世界所奉行的都是君要臣死臣不得不死。建议把“海大鱼”列入高考范围。,回复@不问苍生问神鬼:@深港D大：戰國策;回复@rococolf:也逃不了;回复@木老柯:对;,2019/5/21 10:42,rumor
真是逆天啊， 山东省今年高考700分以上657个，连加分共299个，600分以上竟然有两万八千人，700分都上不了北大清华，太牛了，真正的教育大省！ 山西状元在山东排299名，江西状元在山东268名，福建状元在山东123名，安徽状元山东111名，湖北状元在山东89名，北京状元在山东479名，天津状元在山东300名，河南状元在山东126名，看看山东！想想山东的孩子有多么不容易啊！为了山东孩子们转起来……孩子们太辛苦啦！中国的教育求改革[流泪]看了都转发一下，除非你不是山东人 济宁·王鲁镇       ,你说错了！。;这造谣的没水平啊。。数据全错的;,2018/7/18 17:29,rumor
河南许昌襄城县水利局局长儿子今年高考670分，庆祝后醉驾，车上6人全部遇难。2018年6月24日23时35分许@央视新闻 @劉德華全球歌迷影迷會 @百度糯米 @百度 @北京电视台 @小蕾fan范儿 @Double木One三 @头条新闻 @新浪河北 @燕赵都市报 Alex-Wire-Mesh-Co-Limited的秒拍视频,,2018/7/2 22:23,rumor
河南许昌襄城县某局领导儿子今年高考670分，庆祝后醉驾，车上6人全部遇难。 http,,2018/6/29 17:18,rumor
襄阳水利局局长家的儿子高考670分，庆祝喝酒后开车。 明天都幸福的秒拍视频,,2018/6/30 19:04,rumor
【厦门公交车起火爆炸已致47人死亡】昨天18点20分，厦门一辆公交车行驶中突然起火，目前已致47人死亡，38人受伤。公安机关现场勘察发现，助燃剂为汽油，而该公交使用的是柴油发动机，公安机关初步认定，这是一起严重刑事案件。为了保证高考顺利进行，今天厦门快速公交将正常运行。                  ,,2018/7/6 2:23,rumor
【厦门公交起火爆炸案伤者包括4名高考生】厦门公交车起火爆炸案，已造成47人死亡，34人受伤，其中12人重伤，5人危重。伤者包括4名高考生，1名已出院，3名依旧住院治疗。此前报道称经初步认定，这是一起严重刑事案件，有关情况正在深入调查中。http,,2018/7/6 1:39,rumor
真是逆天啊， 河北省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，太牛了，真正的教育大省！ 山西状元在河北排269名，江西状元在河北168名，福建状元在河北153名，安徽状元在河北117名，湖北状元在河北69名，看看河北！想想河北的孩子有多么不容易啊！为了河北孩子们转起来……孩子们太辛苦啦！中国的教育求改革！       ,,2018/6/23 22:54,rumor
河北省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，太牛了，真正的教育大省！ 山西状元在河北排269名，江西状元在河北168名，福建状元在河北153名，安徽状元在河北117名，湖北状元在河北69名，看看大河北！为河北孩子们转起来……  石家庄·新石北路                ,,2018/6/24 16:55,rumor
河南省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，太牛了，真正的教育大省！ 山西状元在河南排269名，江西状元在河南168名，福建状元在河南153名，安徽状元在河南117名，湖北状元在河南69名河南的学子您们好样的                 ,,2018/6/21 8:03,rumor
河北省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华。太牛了，真正的教育大省！ 山西状元在河北排269名，江西状元在河北168名，福建状元在河北153名，安徽状元在河北117名，湖北状元在河北69名！想想河北的孩子有多么不容易啊！ http,,2018/6/23 19:56,rumor
@中国教育报 @中国教育研究 山东省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，真正的教育大省！ 山西状元在山东排269名，江西状元在山东168名，福建状元在山东153名，安徽状元在山东117名，湖北状元在山东69名，山东的孩子太不容易！中国教育求改革                 ,回复@怎么敷衍怎么演虚世守护:转载的之前的;回复@安静地做一只僵尸粉:对这是转的之前的;还没出分呢大姐;,2018/6/22 10:49,rumor
真是逆天啊， 江西省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，太牛了，真正的教育大省！ 山西状元在江西排269名，广东状元在江西168名，福建状元在江西153名，安徽状元在江西117名，湖北状元在江西69名，看看江西！想想江西的孩子有多么不容易啊！,,2018/6/23 14:42,rumor
湖南省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，太牛了，真正的教育大省！ 山西状元在湖南排269名，江西状元在湖南168名，福建状元在湖南153名，安徽状元在湖南117名，湖北状元在湖南69名，看看湖南！想想湖南的孩子有多么不容易啊！为了湖南孩子们转起来       ,这不河北的么;是假的;,2018/6/22 17:00,rumor
昨天晚上可以查询高考成绩了。四川省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，太牛了，真正的教育大省！ 山西状元在四川排269名，江苏状元在四川排168名，福建状元在四川排153名，安徽状元在四川排117名，湖北状元在四川排69名，广东状元在四川排357名。想想四川的孩子有多么不容易啊！       ,江苏？你找个状元来做做 能继续当状元 算我输;骗谁吧 福建昨天压根没出分数;满分都不一样， 笑死惹;,2018/6/23 13:00,rumor
河北省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，山西状元在河北排269名，江西状元在河北168名，福建状元在河北153名，安徽状元在河北117名，湖北状元在河北69名……我的内心毫无波澜…… 勇敢面对，坦然接受，保持善良，保持可爱。遇见最好的我们lg       ,,2018/6/23 1:08,rumor
江西省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，太牛了，真正的教育大省！ 山西状元在江西排269名，广东状元在江西168名，福建状元在江西153名，安徽状元在江西117名，湖北状元在江西69名，我只想知道我女朋友考的怎样？,这是段子啊，兄弟，他妈的全国各个省都是这个成绩;身为江西学子表示压力真的大;图片评论 评论配图;,2018/6/23 12:47,rumor
山东省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，太牛了，真正的教育大省！ 山西状元在山东排269名，江西状元在山东168名，福建状元在山东153名，安徽状元在山东117名，湖北状元在山东69名，看看山东！想想山东的孩子不容易]中国的教育求改革[流泪]                 ,,2018/6/23 12:59,rumor
河北人的悲催真是逆天啊，河北人的悲催分数线， 河北省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，太牛了，真正的教育大省！ 山西状元在河北排269名，江西状元在河北168名，福建状元在河北153名，安徽状元在河北117名，湖北状元在河北69名，看看河北！想想河北的孩子有多么不容易啊！为什么不全国一张卷，这对河北省孩子不公平！我们河北人不要求政策多优惠只要求平等对待一点！为了河北孩子们转起来……孩子们太辛苦啦！中国的教育求改革[流泪]看了都转发一下，除非你不是河北人                ,,2018/6/23 18:59,rumor
#河北高考成绩# 河北省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，山西状元在河北排269名，江西状元在河北168名，福建状元在河北153名，安徽状元在河北117名，湖北状元在河北69名……身为一个河北人，河北的高考成绩从来没有让我失望，我只想说我要努力挣钱将来给我孩子买外地户口都是复制的                ,湖北成绩都还没出来;刚刷清华的一个QQ互动平台，讲河北衡水649上清华，讲真隔壁的山东超羡慕;要相信湖南状元能带来不一样的惊喜;,2018/6/23 0:59,rumor
西安哪位考生高考准考证丢了！！一个叫做刘明婷的女孩，姑娘应该急死了，西安雁塔区附近如果有认识的请联系我！,回复@常州网警巡查执法:我不知道啊。。。。哇真的好心办坏事;回复@沉默又话多丶:啊，是这样的吗，我还真以为这个姑娘把准考证丢了;您好，我是常州网警，您发布的信息为谣言。为避免不实信息的扩散，建议您将该信息自行删除。警方提示：根据《计算机信息网络国际联网安全保护管理办法》，利用互联网制作、复制、传播不实信息等扰乱社会秩序的，都属于违法行为。;,2018/6/6 12:52,rumor
捡到一张高考准考证，刘明婷，考点在北京一中，请朋友们转发，让刘明婷联系这个号码13333735813。一定帮他群发一下，这孩子一家肯定急死了。扩散，扩散，别耽误孩子高考！（朋友转发） 北京·沿海赛洛城,查了下新闻，是假的。;回复@掘金技术社区:而且竟然还不删了此条;核实这种消息很简单，打一次该电话，迅速挂掉。然后看号码属地，一般都相隔十万八千里;,2018/6/6 18:21,rumor
捡到一张高考准考证，刘明炜，考点在昌平一中，请朋友们转发，让刘明炜联http,,2018/6/5 21:43,rumor
我是一名滴滴车司机，开黑色高级车，在车座上捡到一张高考准考证，李田所，24岁，考点在下北泽一中，请朋友们转发，让李田所联系这个号码11451419198。一定帮他群发一下，这孩子一家肯定急死了。扩散，扩散，别耽误孩子高考！（朋友转发）投稿：@落雪鸦杀                 ,这 孩 子 肯 定 臭 死 了;贵圈都特么什么弱智，什么东西能开玩笑什么东西不能开玩笑都弄不清楚。还有笑网警的;真的是什么玩笑能开什么不能开都不知道，这几天这类玩笑可不是随便开的，还有人嘲笑网警，真的以为自己在网上就是开了无敌的;,2018/6/6 22:42,rumor
有人捡到一张高考准考证🐴?，孙笑川，考点在新津一中，请朋友们转发，捡到的联系我，一定帮他群发一下，我和娟妹都快急死了。扩散，扩散，别耽误孩子考新津带学！ 顶我上去让更多人看到👍👍👍,,2018/6/7 9:22,rumor
地点：芜湖市    捡到一张高考准考证，刘明婷，考点在一中，请朋友们转发，让刘明婷联系这个号码15375268418，一定帮他群发一下，这孩子一家肯定急死了。扩散，扩散，别耽误孩子高考！(帮人转发)                 ,回复@烂毛毛:啊！！！我没有关注过、刚才看他们发、想着闲着也是闲着、做做好事;,2018/6/6 23:09,rumor
#武汉爆料#刚刚夜跑捡到一张高考准考证，刘明婷，刘明婷，刘明婷，刘明婷，刘明婷。考点在一中，这孩子一家肯定急死了。看能不能联系上家长！,,2018/6/5 22:56,rumor
安徽淮南田家庵区捡到高考准考证一张，姓名   刘明婷，有认识这个人的请联系我。,,2018/6/2 15:47,rumor
捡到一张高考准考证，刘明炜，考点在一中，请朋友们转发，让刘明炜联系。一定帮他群发一下，这孩子一家肯定急死了。转发，转发，别耽误孩子高考！,,2018/5/26 21:19,rumor
河北省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，太牛了，真正的教育大省！ 河南状元在河北排269名，江西状元在河北168名，福建状元在河北153名，安徽状元在河北117名，湖北状元在河北69名，看看河北！秒杀全国各省，为孩子们骄傲是必须滴，想想河北的孩子有多么不容易啊！为了河北孩子们转起来……                ,别瞎吹哈;河北700分以上的18个;不好意思，遇到四川的你们就该让开了;,2017/6/23 23:16,rumor
四川省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，太牛了，真正的教育大省！ 如果你的考不到430分以上你就读不了本科，如果你想轻松读本科，那就来走艺体吧！因为300分就可以上本科.                 ,真是逆天啊， 河南省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华。山西状元在河南排269名，江西状元在河南168名，福建状元在河南153名，安徽状元在河南117名，湖北状元在河南69名……孩子们太辛苦啦！;,2017/6/23 9:03,rumor
你们知道吗？今年高考河南省700分以上有157人，但是没有一个人去了青华北大。,,2017/6/22 13:43,rumor
以下文字是转发的，不代表本人观点。[呲牙]本人的观点是：把河师大改成北大新乡分校，新乡学院改成清华新乡分院，诸如此类，不就解决问题了嘛！[呲牙]河南人就是实在啊！[呲牙]真是逆天啊， 河南省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，太牛了，真正的教育大省！ 山西状元在河南排269名，江西状元在河南168名，福建状元在河南153名，安徽状元在河南117名，湖北状元在河南69名，看看河南！想想河南的孩子有多么不容易啊！为了河南孩子们转起来……孩子们太辛苦啦！中国的教育求改革[流泪       ,这是干啥？;700分150多个？楼主傻了？;假的转发开了;,2017/6/23 19:02,rumor
河北省今年高考700分以上157个，600分以上竟然有两万四千人，河南状元在河北排269名，江西状元在河北168名，福建状元在河北153名，安徽状元在河北117名，湖北状元在河北69名。是不是河北真的那么苦，孩子真的那么聪明？其实不然。每个省都是单独改卷子，所以有的省松，有的省紧，松的整体分高，但是不容易拉开档次，真正聪明孩子不一定就排前面，但是可以营造一种大家都很出色的氛围。我当年高考，陕西是标准分，后来是实际分。刚玩实际分的时候，没搞清楚玩法，卷子改的严，和山东河北一比，差了好多分，人家说教育大省太照顾自己人。后来也学聪明了，现在分数线也没那么低了。真要放开考，全国统一试卷，统一批改，北京上海分数一定高，因为他们是制定玩法的人，并且教育投入也不是一个量级。       ,回复@你是一只美丽的天鹅:那就对了;这是谣言，网上已经辟谣了;,2017/6/23 18:23,rumor
围观…河南省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，太牛了，真正的教育大省！ 山西状元在河南排269名，江西状元在河南168名，福建状元在河南153名，安徽状元在河南117名，湖北状元在河南69名，其实生在河南是不可逆的选择，要常告诉孩子，抱怨无用，唯有努力！💪                ,转发东西都不考虑一下合不合理？;这是智障一个;,2017/6/21 18:40,rumor
高考成绩出来了，真是逆天啊， 河北省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，太牛了，真正的教育大省！ 河南状元在河北排269名，江西状元在河北168名，福建状元在河北153名，安徽状元在河北117名，湖北状元在河北69名，看看河北，多不公平的高考制度！想想河北的孩子有多么不容易啊！为了河北孩子们转起来……孩子们太辛苦啦！后边跟上！       ,河南高考成绩，还没出来，你比某局还厉害;去面对真相吧;河南高考成绩现在你知道？;,2017/6/23 21:02,rumor
真是逆天啊， 河南省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，太牛了，真正的教育大省！ 山西状元在河南排269名，江西状元在河南168名，福建状元在河南153名，安徽状元在河南117名，湖北状元在河南69名，看看河南！想想河南的孩子有多么不容易啊！为了河南孩子们转起来……孩子们太辛苦啦！中国的教育求改革[流泪] 郑州·中原西路街区       ,//@安徽徽村烧坊阜南焦陂酿酒厂: //@奔月2020:友好！;假的;,2017/6/27 7:19,rumor
#郑州身边事#真是逆天啊， 河南省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，太牛了，真正的教育大省！ 山西状元在河南排269名，江西状元在河南168名，福建状元在河南153名，安徽状元在河南117名，湖北状元在河南69名，看看河南！想想河南的孩子有多么不容易啊！为了河南孩子们转起来……孩子们太辛苦啦！中国的教育求改革[流泪]看了都转发一下，除非你不是河南人,,2017/6/27 1:10,rumor
惟楚有材，于斯为盛!湖北省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人。山西状元在湖北排269名，江苏状元在湖北排168名，福建状元在湖北排153名，安徽状元在湖北排117名，湖南状元在湖北排69名，广东状元在湖北排357名。（转）,这个是假的，每个省都有一个段子;大哥，湖南也是楚，而且于斯为盛是在岳麓书院，别乱用;谣言;,2017/6/24 10:28,rumor
陕西省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，真正的教育大省！http,,2017/6/25 10:06,rumor
陕西省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，真正的教育大省！ 山西状元在陕西排269名，江苏状元在陕西排168名，福建状元在陕西排153名，安徽状元在陕西排117名，湖北状元在陕西排69名，广东状元在陕西排357名。#高考##高考成绩#                 ,假消息发个毛线，度娘一下“今年高考700分以上157个”;这段子这么假，你也信？随手举报;,2017/6/25 18:15,rumor
怪不得我当年没收到北大通知书     真是逆天啊， 山东省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，太牛了，真正的教育大省！ 山西状元在山东排269名，江西状元在山东168名，福建状元在山东153名，安徽状元在山东117名，湖北状元在山东69名，看看山东！想想山东的孩子有多么不容易啊！为了山东孩子们转起来……孩子们太辛苦啦！       ,假的;,2017/6/26 11:16,rumor
高考分数又出来了，各省的段子也出来了。山东省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华。山西状元在山东排269名，江西状元在山东168名，福建状元在山东153名，安徽状元在山东117名，湖北状元在山东69名。山东的是要转起来么？不是，做爹妈的但凡有点志气，赶紧把户口移出来吧，去不了北京上海，你来我们南宁也行啊       ,700分上不了北大清华？北大清华估计都上门了;。。。能不能别转这些莫名其妙的东西，山东卷子都和这些省不一样，你觉得有可比性吗;题目不一样的啊，所以难度也不一样，不能光看分数高低;,2017/6/25 14:25,rumor
这谁写的，非常同意啊：惟楚有材，于斯为盛!湖北省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人。山西状元在湖北排269名，江苏状元在湖北排168名，福建状元在湖北排153名，安徽状元在湖北排117名，湖南状元在湖北排69名，广东状元在湖北排357名。全国统一试题，彰显湖北莘莘学子的实力，文化湖北，魅力无限[调皮][得意][玫瑰]其实我想说的是：可怜的湖北娃！ 武汉       ,假消息发个毛线，度娘一下“今年高考700分以上157个”;哈哈哈，一起举报，让新浪把你封了吧;太假，江苏今年的状元理科443文科420+，你们湖北是750满分的卷子吧，400+都能排到一百多名，请问过一本线了么;,2017/6/25 19:10,rumor
最新消息：四川省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，太牛了，真正的教育大省！ 山西状元在四川排269名，江苏状元在四川排168名，福建状元在四川排153名，安徽状元在四川排117名，湖北状元在四川排69名，广东状元在四川排357名。然后今晚看见了好几所区县高中学校放烟花庆祝了，有意义吗？值得思考#自贡潮生活# 秒拍视频       ,,2017/6/23 7:54,rumor
陕西省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，真正的教育大省！ 山西状元在陕西排269名，江苏状元在陕西排168名，福建状元在陕西排153名，安徽状元在陕西排117名，湖北状元在陕西排69名，广东状元在陕西排357名。想想陕西的孩子有多么不容易啊！一声长叹之余，仍然为陕西学子喝彩，优秀毕竟是无可置疑的！ 西安·亚美大厦       ,,2017/6/24 16:09,rumor
请珍惜你身边的每一个河南人！ 河南省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，太牛了，真正的教育大省！ 山西状元在河南排269名，江西状元在河南168名，福建状元在河南153名，安徽状元在河南117名，湖北状元在河南69名，看看河南！想想河南的孩子有多么不容易啊！关键是河南还只有一所211郑州大学。 秒拍视频       ,回复@忘忧天使大叔:不是可靠不可靠，你可以去百度下，看看这个政策抹杀多少河南天才;@八戒你又调皮92288: 没用的兄弟，国家的政策就是这样，不允许咋们大河南发展其它行业只允许发展农业，你要是学历高了谁来种地;这就对了，难道你要让河南人把全国井盖偷没嘛？;,2017/6/21 15:34,rumor
真是逆天啊， 河南省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，太牛了，真正的教育大省！ 山西状元在河南排269名，江西状元在河南168名，福建状元在河南153名，安徽状元在河南117名，湖北状元在河南69名，看看河南！想想河南的孩子有多么不容易啊！…孩子们太辛苦啦！这就是中国所谓的人人平等 广州       ,这条微博竟然被屏蔽了…;,2017/6/24 16:04,rumor
你上不了好学校，只因你生在河南……河南省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，太牛了，真正的教育大省！ 山西状元在河南排269名，江西状元在河南168名，福建状元在河南153名，安徽状元在河南117名，湖北状元在河南69名，看看河南的考生多么苦逼[流汗][流汗][流汗] 河南                ,,2017/6/21 11:45,rumor
最新消息：湖南省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，太牛了，真正的教育大省！ 山西状元在湖南排269名，江苏状元在湖南排168名，福建状元在湖南排153名，安徽状元在湖南排117名，湖北状元在湖南排69名，广东状元在湖南排357名。想想湖南的孩子有多么不容易啊！一声长叹之余，仍然为湖南学子喝彩，优秀毕竟是无可置疑的！ 北京·采育镇                ,江苏总分就四百多不懂别bb;如果你是按百分比算的，建议湖南同学组队刷一下江苏卷。。;不好意思，广东分数都没出 脑子是个好东西;,2017/6/24 22:40,rumor
#高考成绩#陕西省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，真正的教育大省！ 山西状元在陕西排269名，江苏状元在陕西排168名，福建状元在陕西排153名，安徽状元在陕西排117名，湖北状元在陕西排69名，广东状元在陕西排357名。想想陕西的孩子有多么不容易啊！在这为陕西学子喝彩，优秀毕竟是无可置疑的！                ,试卷不同，不能只看分数。;么的我;666666;,2017/6/24 21:01,rumor
最新消息：云南省今年高考700分以上157个，连加分共168个，600分以上竟然有两万四千人，700分都上不了北大清华，太牛了，真正的教育大省！ 山西状元在云南排269名，江苏状元在云南排168名，福建状元在云南排153名，安徽状元在云南排117名，湖北状元在云南排69名，广东状元在云南排357名。想想云南的孩子有多么不容易啊！一声长叹之余，仍然为云南学子喝彩，优秀毕竟是无可置疑，在云南的学子不易啊! 开远·乐白道街区 秒拍视频       ,娱乐娱乐，阿Q一下，仅供开心而已;真厉害，江苏和你们都不是一张试卷吧，我看你们就差吹浙江状元在云南只能排100名了;假的 评论配图;,2017/6/21 17:35,rumor
